customer_id,show_id,customer_name,age,gender,country,subscription_type,watch_time_minutes,rating
c8716,s4082,Diana Jones MD,35,Female,India,Premium,1828,1
c8717,s18551,Dawn Hughes,21,Female,USA,Basic,3027,3
c8718,s20368,Andrew York,72,Other,France,Basic,4806,4
c8719,s12883,Kenneth Williams,34,Male,South Korea,Standard,1782,4
c8720,s3848,Michelle Murphy,65,Other,India,Standard,4913,5
c8721,s7326,Ryan Neal,26,Female,UK,Premium,804,5
c8722,s17749,Christian Snyder,55,Female,USA,Basic,1313,4
c8723,s9611,Jonathan Morris,30,Female,Brazil,Basic,4723,4
c8724,s7178,Samantha Young,55,Male,Brazil,Basic,2206,4
c8725,s19044,Megan Jennings,30,Other,Germany,Premium,290,3
c8726,s17158,Miss Tiffany Henry,57,Male,UK,Premium,3140,4
c8727,s1613,Daniel Wallace,15,Female,Germany,Premium,964,5
c8728,s15101,Stephanie Hernandez,58,Male,South Korea,Standard,3491,5
c8729,s20930,Robin Higgins,51,Female,UK,Basic,2581,5
c8730,s15618,Wanda Gonzalez,72,Female,Brazil,Premium,666,4
c8731,s8208,Courtney Cameron,32,Other,India,Standard,464,4
c8732,s8173,Tamara Richards,53,Male,Canada,Premium,4394,3
c8733,s18228,Kelly Byrd,79,Female,Germany,Basic,4494,5
c8734,s10089,Jason Moody,28,Male,Australia,Standard,1338,4
c8735,s3362,Richard West,16,Female,Japan,Standard,1599,3
c8736,s12268,Jeffrey Hernandez,23,Other,UK,Basic,3276,1
c8737,s4350,Matthew Carson,41,Other,India,Standard,4528,1
c8738,s7566,Alicia Berg,78,Female,India,Standard,1532,1
c8739,s2237,Rachael Jones,54,Male,Japan,Basic,345,4
c8740,s12097,Kevin Parker,55,Female,India,Basic,4773,1
c8741,s8183,Omar Wilson,75,Female,South Korea,Basic,3682,1
c8742,s1029,Elizabeth Alexander,62,Male,Australia,Basic,2661,3
c8743,s4463,Michelle Roberts,68,Male,Canada,Premium,3109,3
c8744,s2810,Thomas Ross,23,Male,Canada,Standard,1082,3
c8745,s11858,Joy Mcdaniel,34,Other,Canada,Standard,1633,4
c8746,s17605,Joseph Simon,26,Other,Brazil,Premium,2478,1
c8747,s16452,Edward Gray,21,Other,Australia,Premium,325,1
c8748,s11097,David Munoz,62,Female,France,Standard,2901,4
c8749,s12556,Seth Scott,45,Female,India,Standard,1183,4
c8750,s5372,Kevin Farley,16,Male,Brazil,Premium,4427,3
c8751,s20504,Amanda Malone,51,Female,Brazil,Basic,3459,5
c8752,s18636,Justin Smith,77,Female,France,Premium,3771,5
c8753,s11102,Brenda Edwards,67,Male,Brazil,Standard,4917,1
c8754,s10589,Matthew Lynn,20,Female,Canada,Standard,1931,3
c8755,s8742,Grace Garcia,43,Other,Australia,Basic,3410,4
c8756,s12428,Sonya Smith,52,Male,Japan,Standard,1239,4
c8757,s9018,Jason Hart,16,Other,Canada,Premium,3400,2
c8758,s20487,Jonathan Owens,25,Other,Brazil,Basic,4070,2
c8759,s11681,Kristin Bond,68,Male,Canada,Basic,3132,2
c8760,s17707,Robert Hunt,37,Female,India,Premium,1869,5
c8761,s12637,Alan Brown,72,Other,Germany,Standard,4124,3
c8762,s7258,Carla Murphy,78,Female,Germany,Premium,2396,5
c8763,s2726,Matthew Becker,68,Female,India,Premium,2882,4
c8764,s17599,William Burke,67,Male,Germany,Basic,4911,1
c8765,s3012,Melissa Johnson,25,Other,USA,Premium,2523,1
c8766,s14094,Tracy Johnson,13,Other,USA,Basic,913,4
c8767,s7590,Ronald Sims,23,Other,USA,Standard,3774,4
c8768,s7647,Tyrone Mooney,46,Female,India,Basic,3555,2
c8769,s17706,Haley Anderson,49,Male,Canada,Premium,872,4
c8770,s7594,Angelica Watts,72,Other,Brazil,Premium,2742,1
c8771,s12043,Laura Hensley,61,Other,Canada,Standard,3142,2
c8772,s12577,Nicole Rose,46,Other,South Korea,Standard,3312,2
c8773,s8000,William Moses,77,Male,USA,Standard,10,2
c8774,s6855,James Hicks,77,Male,Canada,Standard,2943,3
c8775,s1247,Christopher Ochoa,55,Other,Japan,Premium,4269,5
c8776,s11870,Samantha Leblanc,56,Other,UK,Standard,4376,1
c8777,s18841,Katrina Green,21,Other,India,Basic,93,3
c8778,s12109,Danielle Morton,23,Female,Australia,Standard,1814,1
c8779,s3444,Brian Roberson,38,Other,India,Standard,4990,3
c8780,s17938,Edward Joseph,44,Male,India,Basic,2968,2
c8781,s11086,Darrell Lucas,58,Female,Germany,Basic,951,1
c8782,s1287,Cathy Cross,63,Female,Germany,Standard,2702,5
c8783,s13309,Brian Reed,49,Female,Canada,Premium,829,1
c8784,s5427,Crystal Baker,54,Male,Canada,Premium,1536,5
c8785,s14666,Patricia Bennett,38,Male,Canada,Basic,648,4
c8786,s2279,Louis Wise,36,Other,Brazil,Basic,4929,3
c8787,s4735,Patricia Davis,36,Male,France,Standard,1205,4
c8788,s10084,Brian Smith,24,Male,UK,Premium,2521,5
c8789,s5394,Julie Simon,43,Male,Japan,Premium,1117,3
c8790,s2874,Tanya Brown,59,Other,India,Standard,4705,3
c8791,s2799,Christine Ayala,80,Male,Japan,Basic,3950,1
c8792,s1450,Hannah Blackwell,70,Female,Brazil,Basic,137,4
c8793,s15343,Donald Moss,45,Male,Brazil,Standard,460,3
c8794,s19835,Lisa Wood,24,Other,Australia,Basic,4024,3
c8795,s9259,Marcus Reyes,45,Other,Canada,Premium,403,2
c8796,s9764,Earl Collier DDS,69,Male,India,Basic,585,4
c8797,s4101,Denise Holmes,71,Male,India,Standard,4238,2
c8798,s5223,Brian Travis,73,Male,UK,Premium,2999,2
c8799,s8055,Christina Watson,68,Male,Canada,Standard,273,5
c8800,s17112,Jacob Aguilar,69,Female,Germany,Standard,4197,4
c8801,s5220,Mrs. Carla Schultz,52,Male,Canada,Premium,745,5
c8802,s10661,James Watson,71,Male,South Korea,Standard,4604,3
c8803,s16568,Kendra Smith,27,Female,USA,Standard,1790,5
c8804,s5725,Christopher Young,13,Female,Brazil,Standard,1303,2
c8805,s11682,Terry Carter,13,Male,Japan,Premium,486,3
c8806,s11499,Amy Hunter,43,Female,Canada,Basic,2117,3
c8807,s7375,Julian Morris,15,Male,Germany,Premium,4302,5
c8808,s17325,Brian Mendoza,24,Female,Japan,Standard,1404,4
c8809,s3343,Susan Schaefer,30,Other,Australia,Standard,481,1
c8810,s20380,Mary Welch,58,Male,India,Basic,4712,5
c8811,s3994,Daniel Coleman,19,Female,Brazil,Premium,3905,5
c8812,s5783,Christina Brown MD,46,Male,Brazil,Premium,4898,4
c8813,s1053,Tyrone Brown,57,Female,South Korea,Standard,2616,3
c8814,s1280,Susan Robles,40,Female,Brazil,Basic,3913,4
c8815,s3496,Christine Jones,15,Male,USA,Premium,1996,5
c8816,s6812,Linda Perez,16,Female,Germany,Premium,189,5
c8817,s2084,Ivan Nichols,58,Male,Brazil,Basic,3235,1
c8818,s5015,Randall Graham,47,Other,Brazil,Premium,163,3
c8819,s19809,Angela Taylor,79,Female,Japan,Basic,2143,5
c8820,s18677,Mary Bradley,71,Female,France,Standard,1392,3
c8821,s14506,Stephen Evans,30,Other,Germany,Premium,881,3
c8822,s6860,Stephanie Kidd,37,Other,UK,Basic,4596,5
c8823,s14780,Bryan Castillo,73,Male,Japan,Standard,975,1
c8824,s15649,Dr. Jon Rodriguez,70,Male,Brazil,Standard,2468,5
c8825,s5987,Michele Roberts,35,Other,USA,Basic,587,5
c8826,s15409,Omar Garcia,42,Female,South Korea,Standard,2242,1
c8827,s18084,Paula Jordan,29,Male,South Korea,Basic,1513,5
c8828,s10969,Stephanie Perkins,53,Female,UK,Premium,1343,4
c8829,s12488,Aaron Martin,58,Male,Canada,Basic,2005,2
c8830,s2786,Dawn Neal,80,Male,USA,Standard,4434,4
c8831,s3768,Theodore Wagner,58,Female,Australia,Premium,2183,2
c8832,s18834,Erik Moore,37,Female,India,Basic,861,3
c8833,s7713,Jennifer Rogers,48,Female,France,Basic,484,4
c8834,s7731,Casey Richardson,52,Male,UK,Premium,4884,3
c8835,s17092,Troy George,56,Other,UK,Basic,918,5
c8836,s6265,Patrick Fletcher,29,Female,Brazil,Standard,1903,2
c8837,s4211,Christine Rogers,42,Other,UK,Basic,3887,4
c8838,s15144,Nicholas Mills,52,Male,France,Premium,3385,5
c8839,s18214,Jennifer Fowler,73,Male,France,Premium,2061,2
c8840,s16442,Cynthia Eaton,13,Female,France,Basic,1318,3
c8841,s14926,Julie Potter,64,Female,Germany,Standard,2976,5
c8842,s11223,Tammy Hernandez,18,Female,Canada,Basic,2567,2
c8843,s16927,Christopher Lane,26,Other,South Korea,Premium,3830,2
c8844,s2290,Jennifer Davis,23,Other,USA,Basic,3766,5
c8845,s4541,Mary Hamilton,79,Male,South Korea,Standard,2922,4
c8846,s20443,Paige Patton,45,Male,USA,Standard,4701,1
c8847,s1543,Vincent Bonilla,15,Other,India,Standard,3566,5
c8848,s17987,Daniel Bailey,25,Female,Brazil,Basic,3392,4
c8849,s4729,Lori Vargas,80,Other,Germany,Standard,1916,1
c8850,s11607,Wendy Brooks,38,Male,India,Premium,4738,5
c8851,s15235,Brian Russell,15,Female,Canada,Premium,3471,1
c8852,s10320,Paul Lewis,45,Male,USA,Basic,4064,4
c8853,s11229,Cassandra Schmidt,29,Other,Brazil,Basic,2235,3
c8854,s1003,Dr. Jacob Wood,44,Female,UK,Premium,420,2
c8855,s3560,Anna Oconnor,17,Other,Australia,Standard,759,4
c8856,s4481,Robert Norris Jr.,28,Female,Japan,Basic,166,4
c8857,s10310,Chloe Hamilton MD,80,Male,Japan,Basic,4097,2
c8858,s6152,Courtney Murphy,14,Other,Canada,Basic,2105,5
c8859,s10494,James Rodriguez,18,Male,South Korea,Standard,338,1
c8860,s13484,Lisa Andrews,62,Other,Canada,Standard,1505,1
c8861,s3574,Jesse Gay,50,Male,Australia,Premium,4041,5
c8862,s17328,Nicholas Campbell,45,Male,UK,Basic,396,4
c8863,s11750,Ronald Collins,42,Other,Japan,Basic,4914,4
c8864,s4432,Ryan Johnson,59,Other,USA,Premium,2871,5
c8865,s7092,James Flowers,25,Other,UK,Premium,4814,3
c8866,s18847,John Johnson,33,Female,India,Basic,2644,1
c8867,s2499,Dennis Nelson,36,Female,France,Premium,2286,4
c8868,s18807,Bryan Murphy Jr.,35,Other,Germany,Standard,2496,2
c8869,s14742,Renee Rice,52,Other,Australia,Standard,4880,5
c8870,s1007,Matthew Harper,35,Male,South Korea,Premium,1051,4
c8871,s2089,Ian Garcia,57,Female,UK,Premium,2682,2
c8872,s16231,Kim Neal,36,Female,UK,Basic,611,3
c8873,s3051,Erin Hatfield,25,Other,Australia,Basic,3703,1
c8874,s4924,Anthony Frederick,41,Male,UK,Basic,1598,4
c8875,s20794,Cassandra Jones,16,Female,Canada,Premium,2840,2
c8876,s10673,Jennifer Gross,21,Other,Japan,Premium,1557,4
c8877,s13522,Jennifer Moody,78,Male,India,Premium,1598,1
c8878,s7895,Toni Boyle,49,Female,USA,Basic,727,5
c8879,s15282,Scott Richardson,41,Female,Japan,Standard,834,3
c8880,s9042,Carla Cummings,65,Male,Canada,Basic,2507,5
c8881,s6523,Kathleen Shaw,46,Male,India,Basic,3008,3
c8882,s20174,Nathaniel Green,35,Male,Brazil,Premium,4784,3
c8883,s3199,David Smith,75,Other,UK,Standard,979,2
c8884,s12496,Brenda Fleming,35,Other,Canada,Premium,1012,3
c8885,s16444,Christina May,24,Male,Brazil,Premium,2995,4
c8886,s16034,Logan Lewis,32,Other,UK,Standard,436,5
c8887,s2571,George Everett,77,Male,Brazil,Standard,147,4
c8888,s18486,Linda Taylor,25,Male,USA,Premium,316,2
c8889,s4980,Emily Todd,26,Other,USA,Standard,2212,2
c8890,s2824,Brent Arroyo,34,Other,Germany,Premium,446,5
c8891,s11336,Lisa Adams,17,Male,India,Basic,1574,4
c8892,s8845,Carmen Gardner,71,Female,Brazil,Standard,947,4
c8893,s18728,Melissa Macdonald,34,Other,India,Basic,3403,4
c8894,s2679,Thomas Lowe,29,Female,South Korea,Premium,2123,2
c8895,s19294,Alexis Lopez,45,Male,Germany,Basic,2293,2
c8896,s7886,Dawn Thompson,28,Male,UK,Basic,939,3
c8897,s14880,Kathryn Maldonado,60,Other,India,Standard,1473,1
c8898,s16955,Calvin Murray,39,Female,France,Standard,419,1
c8899,s1354,James Fry,38,Female,Australia,Basic,4982,3
c8900,s7392,Matthew Mendoza,61,Other,South Korea,Basic,1637,2
c8901,s1816,Evan Lawson,57,Male,France,Standard,4421,2
c8902,s14502,Amanda Aguirre,17,Female,Australia,Standard,4851,2
c8903,s20894,Jack Carroll,62,Male,Germany,Standard,4800,5
c8904,s10644,Melissa Edwards,66,Other,Japan,Premium,2732,5
c8905,s15555,Karen Hall,45,Female,France,Standard,754,5
c8906,s20918,Jack Vance,66,Male,Japan,Standard,4262,5
c8907,s8851,James Ayala,65,Female,Germany,Standard,732,5
c8908,s11223,Carly Allen,66,Other,Australia,Premium,4756,5
c8909,s18358,Robert Gonzalez,65,Female,Canada,Basic,612,2
c8910,s14964,Jeremy Young,37,Male,USA,Basic,1400,4
c8911,s8267,Randall Knight,51,Other,Australia,Standard,4790,5
c8912,s2927,Anthony Jones,80,Other,India,Basic,2058,4
c8913,s3602,James Stone,73,Female,USA,Premium,657,5
c8914,s1285,Jade Bishop,19,Female,South Korea,Basic,3139,2
c8915,s16246,Jessica Carter,27,Male,India,Premium,246,4
c8916,s5573,Jennifer Glover,79,Other,South Korea,Standard,2889,3
c8917,s18524,James Huff,25,Other,France,Basic,2001,1
c8918,s12158,Jessica Davis,79,Male,Germany,Standard,4437,2
c8919,s13208,Michael Jacobs,56,Female,Canada,Standard,2385,2
c8920,s1913,Jonathan Byrd,55,Other,France,Standard,3030,1
c8921,s13862,Jorge Alvarado,37,Other,India,Standard,2847,2
c8922,s17908,Colleen Wall,62,Other,Brazil,Premium,337,1
c8923,s19376,Taylor Steele,63,Other,France,Premium,1811,1
c8924,s1350,Lisa Hanna,71,Female,Canada,Standard,2846,1
c8925,s11054,Lisa Gibson,78,Male,Germany,Basic,1258,5
c8926,s11464,Adam Lamb,66,Female,Canada,Premium,3095,2
c8927,s8394,Adam Davis,61,Other,South Korea,Premium,3544,2
c8928,s11416,Theresa Macdonald,32,Other,India,Standard,2829,1
c8929,s6876,Leonard Ortega,41,Other,Germany,Premium,1464,1
c8930,s9844,Brian Poole,17,Female,France,Standard,1830,5
c8931,s7660,Patricia Webb,72,Other,India,Premium,2796,2
c8932,s4537,April Black,69,Female,France,Premium,1811,2
c8933,s3451,Kevin Love,36,Other,UK,Standard,2241,1
c8934,s3947,Paula Delgado,25,Female,Japan,Standard,2478,4
c8935,s2503,Dr. Steven Abbott,15,Other,UK,Standard,700,2
c8936,s14830,Chad Sullivan,72,Male,Brazil,Basic,1048,2
c8937,s10397,Suzanne Webster,28,Female,Canada,Basic,2162,5
c8938,s4611,Kevin Lawrence,44,Female,South Korea,Premium,3238,3
c8939,s3458,John Tanner,41,Female,South Korea,Premium,4147,4
c8940,s19552,Randall Morrison,57,Other,India,Premium,1095,5
c8941,s15461,George Cohen,37,Other,Canada,Standard,4085,4
c8942,s9434,Sara Simmons,33,Female,Brazil,Standard,2442,1
c8943,s14959,Brian Fleming,43,Female,Germany,Premium,681,4
c8944,s5241,Elizabeth Savage,56,Other,USA,Basic,3244,1
c8945,s8232,Christopher Warner,26,Female,USA,Standard,939,5
c8946,s13682,Tara Rogers,66,Other,USA,Standard,717,3
c8947,s8420,Stephanie Peterson MD,44,Other,South Korea,Basic,1381,4
c8948,s4113,Nicole Williamson,38,Female,Canada,Premium,1251,1
c8949,s5654,Kayla Perez,71,Female,UK,Premium,4327,2
c8950,s15212,William Smith,68,Male,France,Premium,2729,1
c8951,s17442,Steven Fernandez,36,Other,Brazil,Basic,3242,2
c8952,s1177,Collin Chavez,19,Male,USA,Basic,3929,2
c8953,s15137,Melinda Luna MD,76,Other,Japan,Standard,3447,5
c8954,s14376,Jack Villa,37,Other,India,Basic,560,2
c8955,s12230,Danielle Gutierrez,41,Male,Brazil,Premium,1531,1
c8956,s8151,Carol Conley,69,Male,South Korea,Standard,375,5
c8957,s7921,John Floyd,44,Female,Canada,Premium,1362,3
c8958,s9309,Grace Jones,39,Female,India,Standard,3643,1
c8959,s20822,Matthew Frazier,50,Male,Canada,Standard,2253,2
c8960,s1844,Caitlyn Erickson,17,Male,Canada,Premium,4335,1
c8961,s16303,Andrew Camacho,61,Female,Brazil,Premium,3902,3
c8962,s4319,Anthony Kelly,42,Other,Germany,Basic,528,5
c8963,s11833,Heather Taylor,49,Female,Canada,Basic,1112,1
c8964,s2413,Kyle Doyle,80,Female,India,Basic,2329,5
c8965,s7506,Stephen Long,39,Male,Japan,Premium,2279,1
c8966,s12532,Fernando Miller,21,Male,Canada,Premium,3286,3
c8967,s15374,Leslie Grant,58,Other,Canada,Basic,748,2
c8968,s16695,Samantha Smith,59,Female,Japan,Standard,2812,3
c8969,s7567,Daniel Wagner,14,Male,France,Standard,3011,5
c8970,s1350,Katelyn Cochran,19,Male,UK,Standard,4823,2
c8971,s18522,Dana Estrada,55,Other,UK,Basic,4375,2
c8972,s13711,Stephen Harrison,22,Male,USA,Standard,2587,1
c8973,s14082,Veronica Ewing,76,Female,USA,Basic,912,5
c8974,s5325,Samuel Gilbert,36,Female,India,Basic,179,4
c8975,s4644,Richard Hawkins,38,Male,Germany,Standard,1606,3
c8976,s8471,Andrew Dunn,35,Male,Australia,Standard,4407,5
c8977,s17287,Alexander Anderson,50,Other,UK,Premium,4116,2
c8978,s11821,Timothy Cummings,27,Female,Canada,Premium,1991,5
c8979,s19867,Tracy Hopkins,33,Female,South Korea,Standard,4847,3
c8980,s16186,Robert Douglas,80,Other,Japan,Basic,3201,3
c8981,s7041,Susan Watkins,42,Male,Germany,Basic,2043,1
c8982,s15944,Luis Ross,33,Female,India,Basic,1526,5
c8983,s1472,Norma Simon,67,Female,Canada,Basic,2695,3
c8984,s10253,Troy Stone,25,Male,Japan,Standard,416,2
c8985,s7613,April Young,77,Other,Canada,Basic,3149,1
c8986,s8530,Todd Goodman,26,Female,Japan,Premium,4015,3
c8987,s8719,Sherry Horton,48,Female,Brazil,Premium,1970,4
c8988,s2511,David Keith,32,Female,Germany,Basic,956,3
c8989,s17737,Kenneth Fisher,38,Other,UK,Basic,2628,4
c8990,s12077,Shelby Parrish,79,Female,Canada,Basic,3216,2
c8991,s3353,Jacob Walker,24,Other,UK,Premium,1833,4
c8992,s20791,Anthony Thomas,39,Other,Canada,Basic,700,1
c8993,s16027,Christopher Morales,51,Male,UK,Basic,4026,4
c8994,s16639,Mr. Todd Todd,53,Male,Canada,Standard,594,2
c8995,s17364,Tammy James,66,Female,South Korea,Standard,3424,2
c8996,s8682,Tom Frost,52,Other,South Korea,Basic,3814,4
c8997,s10246,James Rogers,52,Female,France,Premium,3856,4
c8998,s14362,Kevin Reed,22,Other,Australia,Basic,941,4
c8999,s20555,Douglas Faulkner,71,Female,USA,Premium,1460,5
c9000,s8978,Dale Poole,58,Female,Australia,Premium,3430,1
c9001,s16049,Kristy Diaz,40,Female,Canada,Premium,4061,5
c9002,s11752,Jeffrey Mcdonald,78,Male,India,Basic,3078,3
c9003,s9191,Crystal Johnson,61,Female,Canada,Premium,2912,3
c9004,s15020,Lisa Ryan,36,Male,South Korea,Premium,2894,2
c9005,s15340,Jason Hamilton,73,Male,South Korea,Premium,635,4
c9006,s2255,Rhonda Crosby,71,Male,India,Basic,2192,4
c9007,s14909,John Thompson,45,Female,Australia,Premium,2698,2
c9008,s15927,Diana Hansen,14,Female,USA,Standard,2538,3
c9009,s15328,Michael Frye,76,Female,Canada,Standard,2783,1
c9010,s18272,Julia White,62,Other,Japan,Standard,256,5
c9011,s17743,Andrew Arnold,37,Female,Canada,Standard,416,2
c9012,s19835,Richard Stevenson,56,Female,India,Standard,2656,4
c9013,s8181,Heather Camacho,61,Other,South Korea,Basic,3338,1
c9014,s9522,Sean Harris,13,Male,Germany,Basic,3658,5
c9015,s18409,Jeffery Delacruz,24,Other,Canada,Basic,42,2
c9016,s9362,Candice Ross,54,Female,Canada,Standard,1257,1
c9017,s2721,Jeffrey Blake,56,Male,Germany,Standard,126,3
c9018,s17028,Raymond Pacheco,19,Female,South Korea,Premium,3853,5
c9019,s20024,Oscar Barnett,29,Male,Canada,Standard,2927,1
c9020,s14494,Brittney Arias,48,Other,Canada,Basic,876,4
c9021,s9981,David Mitchell,71,Female,Australia,Standard,3113,4
c9022,s9716,Kathryn Ortiz,14,Other,Australia,Premium,2555,2
c9023,s9466,Charles Maldonado,47,Male,Canada,Premium,3198,4
c9024,s4189,Melanie White,77,Male,Australia,Standard,4453,5
c9025,s17106,Tracy Bell,58,Male,France,Premium,1390,5
c9026,s20328,Claudia Ramsey,33,Other,USA,Standard,2008,2
c9027,s12660,Stephanie Hart,34,Other,Australia,Basic,772,3
c9028,s12078,Jennifer Thomas,40,Male,South Korea,Premium,3770,1
c9029,s13342,Sherry Martin,65,Female,Australia,Standard,2258,3
c9030,s5555,Jonathan Morrison,54,Female,Germany,Premium,940,1
c9031,s14646,Evan Randolph,62,Female,Australia,Basic,3414,4
c9032,s4934,James Phillips,75,Female,South Korea,Standard,2569,5
c9033,s18016,Renee Huffman,54,Other,Brazil,Premium,3199,2
c9034,s10858,Kent Ray,24,Other,France,Standard,4369,5
c9035,s3813,James Singh,40,Female,Germany,Standard,4877,3
c9036,s17280,Alexandra Foster,19,Female,India,Standard,2953,1
c9037,s5306,Lynn Wheeler DDS,71,Female,South Korea,Standard,2368,4
c9038,s13525,Frank Downs,19,Male,India,Basic,512,3
c9039,s16926,Billy Lawrence,50,Female,Brazil,Basic,3292,3
c9040,s16111,Steven Bean,58,Other,Australia,Standard,4530,3
c9041,s10912,Thomas Bowers Jr.,38,Male,Canada,Standard,2126,3
c9042,s13854,David Wilson,17,Male,France,Standard,1351,4
c9043,s15529,Michael Stout,26,Male,USA,Standard,3866,3
c9044,s11052,Jeremiah Vazquez,44,Female,UK,Standard,1365,1
c9045,s4767,Karen Odom,35,Other,Japan,Premium,3441,1
c9046,s11806,Kimberly Gardner,66,Male,India,Premium,4732,5
c9047,s7293,Kayla Welch,68,Female,South Korea,Premium,179,5
c9048,s13101,Michelle Tucker,15,Other,Japan,Basic,2603,2
c9049,s17326,Lucas Hammond,21,Male,South Korea,Basic,4868,2
c9050,s9291,Jennifer Johnston,65,Male,France,Standard,2025,2
c9051,s10581,Kimberly Andrade,78,Female,India,Standard,624,5
c9052,s20790,Kyle Warren,57,Female,Japan,Basic,2500,4
c9053,s12104,Thomas Johnson,29,Female,UK,Basic,4880,4
c9054,s4048,Kristen Sampson,16,Female,Germany,Standard,2162,5
c9055,s16676,John Hawkins,58,Male,Germany,Standard,1443,4
c9056,s5464,Lindsay Cooper,17,Male,Brazil,Basic,1938,1
c9057,s16060,James Hobbs,41,Male,Japan,Premium,2679,1
c9058,s16908,Jonathan Johnson,30,Other,Germany,Standard,1032,1
c9059,s4290,Brian Mcbride,33,Other,France,Premium,1025,3
c9060,s6876,Sheila Thomas,72,Other,Canada,Standard,2486,4
c9061,s4380,James Mosley,62,Female,Australia,Standard,474,2
c9062,s14205,Benjamin Chase,32,Other,UK,Premium,3559,4
c9063,s2178,Brian Noble,63,Female,Canada,Standard,1276,1
c9064,s14240,Jeff Gray,46,Female,USA,Standard,63,1
c9065,s14705,Deborah Wilson,76,Male,Brazil,Basic,3900,2
c9066,s12016,Brent Hill,47,Female,India,Basic,4189,2
c9067,s5631,Suzanne Morton,64,Other,UK,Standard,1073,1
c9068,s11862,Heather Cantrell,58,Female,India,Premium,2260,2
c9069,s11170,Kimberly Cox,30,Male,South Korea,Standard,4830,4
c9070,s17698,Samantha Evans,49,Male,South Korea,Standard,4110,2
c9071,s19504,Brian Green,59,Other,Japan,Basic,4673,1
c9072,s13624,Laurie Heath,48,Other,India,Premium,1328,4
c9073,s17520,Laura Hall,22,Other,Germany,Basic,4231,2
c9074,s16161,Scott Welch,46,Male,Japan,Premium,4921,3
c9075,s6950,Breanna Murphy,23,Male,Australia,Standard,4557,5
c9076,s15507,Natasha Reid,72,Other,Australia,Premium,2638,5
c9077,s10140,John Huff,51,Male,UK,Premium,731,5
c9078,s20487,Stephanie Smith,59,Other,South Korea,Basic,526,5
c9079,s4619,Scott Ballard,33,Female,USA,Standard,1729,3
c9080,s12427,Nicole Stark,60,Female,India,Standard,921,4
c9081,s5018,Annette Fowler,73,Female,Canada,Premium,2812,5
c9082,s1598,Victor Rodriguez,62,Female,South Korea,Premium,3304,2
c9083,s3594,Sarah Harris,61,Male,South Korea,Standard,968,4
c9084,s5563,Philip Lane,48,Female,UK,Standard,2431,2
c9085,s20257,Brandon Hood,47,Female,Australia,Basic,410,5
c9086,s10283,Kristina Hamilton,17,Other,Australia,Basic,4661,4
c9087,s6511,Christine Chapman,69,Female,Australia,Standard,2342,3
c9088,s10617,Wesley Jimenez,74,Other,Brazil,Premium,4425,2
c9089,s18569,Alejandra Jones,19,Male,Canada,Standard,3752,2
c9090,s13630,Melissa Rhodes,75,Male,Brazil,Standard,78,5
c9091,s13548,Matthew Williams,55,Female,Canada,Premium,2896,1
c9092,s12445,Katherine Allen,50,Other,Brazil,Premium,1208,2
c9093,s4395,Lisa Torres,46,Female,India,Basic,4405,2
c9094,s16054,Nicole Griffith,14,Male,Australia,Premium,4499,1
c9095,s1882,Christy Parker,51,Female,USA,Standard,3502,1
c9096,s2643,Kristen Ibarra,47,Female,Brazil,Premium,899,3
c9097,s12967,Jon Cummings,18,Other,South Korea,Standard,4366,2
c9098,s11497,Lauren Price DDS,30,Other,Germany,Standard,4840,5
c9099,s3509,Richard Ramirez II,63,Male,USA,Standard,1931,5
c9100,s10414,Angela Smith,70,Female,France,Standard,2198,2
c9101,s14090,Bailey Stevenson,21,Other,Germany,Premium,1089,2
c9102,s14346,Amy Lynch,50,Male,Brazil,Basic,1227,1
c9103,s10284,Ricky Bell,22,Female,USA,Premium,1925,5
c9104,s2948,Samantha Lynch,31,Male,Brazil,Premium,3131,4
c9105,s17504,Juan Gibson,60,Female,Brazil,Premium,1285,1
c9106,s15666,Joseph Miller,77,Male,Germany,Basic,3087,5
c9107,s5311,Sara Collins,36,Other,UK,Basic,394,4
c9108,s2988,Nathan Zimmerman,18,Other,Brazil,Basic,2531,4
c9109,s15210,Christine Rose,60,Other,Australia,Standard,873,4
c9110,s13457,Benjamin Anderson,44,Other,USA,Standard,1186,4
c9111,s12108,Vanessa Robbins,71,Female,Germany,Premium,3889,2
c9112,s19572,Michele Ross,53,Male,USA,Standard,3457,3
c9113,s17521,Kimberly Richardson,58,Female,India,Basic,545,3
c9114,s6874,Lisa Guerra PhD,52,Male,Germany,Standard,435,3
c9115,s4820,Sean Brown,32,Female,Australia,Premium,4057,4
c9116,s12450,Aaron Ross,56,Female,Germany,Standard,197,2
c9117,s14703,Kristina Hooper,58,Female,Canada,Standard,2808,3
c9118,s14063,Danielle Fox,33,Male,South Korea,Standard,1534,5
c9119,s9803,Alexandra Salazar,78,Male,South Korea,Premium,1743,1
c9120,s15442,Randall Reese,59,Female,Japan,Premium,1195,4
c9121,s9723,Rachel Martinez,32,Other,Germany,Basic,3727,3
c9122,s12942,Laura Harris,36,Other,Canada,Standard,2727,2
c9123,s19281,Henry Aguirre,48,Female,Japan,Basic,4482,5
c9124,s10822,Amy Hines,33,Other,France,Standard,2749,2
c9125,s5730,Daniel Johnson,42,Other,India,Standard,814,4
c9126,s4652,Wendy Coleman,22,Other,USA,Premium,1119,3
c9127,s15307,Maurice Stevens,31,Male,France,Basic,296,5
c9128,s15078,David Phillips,61,Female,Canada,Premium,3804,5
